Termo;Text;Label
Quantum dot;Quantum dots are nanoscale semiconductor particles whose electronic and optical properties are governed by quantum confinement, producing discrete energy levels when their dimensions approach the exciton Bohr radius. Their size-dependent band gaps allow tunable absorption and fluorescence across the visible and near-infrared spectrum. Common materials include CdSe, InP, perovskites and silicon, synthesized by colloidal chemistry, molecular beam epitaxy or lithography. Quantum dots are used in displays, light-emitting diodes, lasers, solar cells, biological labeling and emergent quantum information devices. Practical challenges include surface trap states, photobleaching, blinking and environmental or material toxicity, which drive research into passivation and lead-free compositions.;OpenAI
Lock and key;Lock-and-key model is an early theory describing enzyme specificity whereby the active site of an enzyme is a rigid, complementary shape to its substrate, fitting it precisely like a key in a lock. Proposed by Emil Fischer in 1894, the model explains why enzymes catalyze specific reactions and bind particular substrates with high selectivity. It contrasts with induced fit theory, which allows conformational changes in the enzyme upon substrate binding. The lock-and-key concept remains useful pedagogically and historically for illustrating molecular recognition, though modern structural biology recognizes dynamic flexibility, allosteric effects, and transient interactions that refine understanding of catalytic mechanisms.;OpenAI
Extracellular matrix;The extracellular matrix is a complex network of proteins, glycoproteins, proteoglycans, and polysaccharides that surrounds and supports cells within tissues. It provides structural integrity, biochemical signals, and mechanical cues that regulate cell adhesion, migration, proliferation, differentiation, and survival. Major ECM components include collagen, elastin, fibronectin, laminins, and hyaluronan, organized into tissue-specific architectures. ECM composition and stiffness are dynamically remodeled by cells through secretion, enzymatic degradation, and crosslinking, influencing development, wound healing, and disease processes such as fibrosis and cancer. ECM dysregulation alters tissue function and is a target for biomaterials and therapeutic interventions.;OpenAI
Oceanography;"Oceanography is the interdisciplinary scientific study of the ocean, encompassing its physical, chemical, biological, and geological components. It examines ocean circulation, waves, and tides; seawater composition and biogeochemical cycles; marine ecosystems from microbes to megafauna; and seafloor structure and sedimentary processes. Oceanographers use observations, remote sensing, and numerical models to investigate climate interactions, carbon cycling, nutrient dynamics, and human impacts such as pollution and overfishing. The field informs navigation, resource management, hazard mitigation, and climate prediction, integrating physics, chemistry, biology, geology, and technology to understand and sustainably manage the ocean's role in Earth's system.";OpenAI
Toughness;"Toughness is a material property measuring the amount of energy a material can absorb before fracturing. It reflects both strength and ductility and is quantified as the area under the stress–strain curve in tensile testing. Toughness is distinct from hardness, strength, and fracture toughness: impact toughness denotes energy absorbed under rapid loading and is measured by Charpy or Izod tests, while fracture toughness characterizes resistance to crack propagation. Toughness depends on microstructure, temperature, strain rate, and presence of flaws; materials generally trade off toughness against strength or hardness. Improving toughness involves alloying, heat treatment, refining grain size, and introducing ductile phases.";OpenAI
Gamma-ray burst;Gamma-ray bursts are intense, short-lived flashes of gamma-ray photons observed in distant galaxies, representing the most energetic electromagnetic events in the universe. They are classified as long or short based on duration, with long bursts linked to the core-collapse of massive stars forming black holes and associated supernovae, while short bursts arise from mergers of compact objects such as neutron star binaries. GRBs emit prompt gamma radiation followed by multiwavelength afterglows produced by relativistic jets interacting with surrounding material. Observations inform high-energy astrophysics, relativistic jet physics, nucleosynthesis, and cosmology, and they serve as probes of the early universe and intergalactic medium.;OpenAI
Embedding;Embedding refers to a mathematical representation that maps discrete or high-dimensional objects into continuous vector spaces, preserving semantic or structural relationships for analysis and computation. Widely used in natural language processing, computer vision, and recommendation systems, embeddings encode words, sentences, images, nodes, or items as dense vectors whose geometric proximity reflects similarity or relatedness. They are learned by optimization objectives that capture co-occurrence statistics or task-specific signals, through models like word2vec, GloVe, autoencoders, and transformer-based contextual encoders. Embeddings enable efficient downstream tasks such as classification, clustering, nearest-neighbor retrieval, and transfer learning, while facilitating interpretability via vector arithmetic and dimensionality reduction.;OpenAI
Neuroinflammation;Neuroinflammation is the central nervous system's immune response involving microglia, astrocytes, endothelial cells, and peripheral immune components. It is triggered by infection, traumatic injury, ischemia, protein aggregates, or systemic inflammation and is mediated by cytokines, chemokines, complement, reactive oxygen species, and lipid mediators. Acute neuroinflammation can limit damage and promote repair, whereas chronic or dysregulated responses contribute to blood–brain barrier dysfunction, synaptic loss, and neuronal death. Sustained neuroinflammation is implicated in neurodegenerative disorders such as Alzheimer's disease, Parkinson's disease, and multiple sclerosis. Current research targets cell signaling pathways and inflammatory mediators to modulate neuroinflammation for therapeutic benefit.;OpenAI
Cache coherence;Cache coherence is a property in multiprocessor computer architectures ensuring that multiple caches maintain a consistent view of shared memory. When processors read and write shared data held in local caches, coherence protocols detect and propagate changes so that no processor observes stale data. Common coherence mechanisms include directory-based and snooping protocols, and policies like write-through, write-back, invalidation, and update. Coherence interacts with memory consistency models that define permissible reorderings of memory operations. Efficient coherence design balances latency, bandwidth, scalability, and complexity, influencing system performance, power consumption, and correctness of parallel programs.;OpenAI
Single-cell analysis;Single cell analysis refers to experimental and computational methods that measure genomic, transcriptomic, epigenomic, proteomic or metabolic features at the resolution of individual cells. By resolving cell to cell heterogeneity, these approaches reveal rare cell types, developmental trajectories, lineage relationships, and tumor or immune microenvironments that are obscured by bulk measurements. Common technologies include single cell RNA sequencing, single cell ATAC seq, mass cytometry, spatial transcriptomics, and high content imaging, often coupled with microfluidics and molecular barcoding. Computational workflows address normalization, dimensionality reduction, clustering, differential expression and integration across batches. Single cell analysis accelerates basic biology, disease mechanism studies, biomarker discovery and precision medicine.;OpenAI
Triple-alpha process;The triple-alpha process is a set of nuclear fusion reactions by which three helium-4 nuclei are transformed into carbon in the cores of evolved stars. It occurs at temperatures above ~10^8 K and densities sufficient for short-lived beryllium-8 to form and capture a third alpha before decaying. A resonant excited state of carbon-12 greatly enhances the reaction rate, enabling efficient production of heavy elements. The triple-alpha process is a key step in stellar nucleosynthesis, linking helium burning to the synthesis of carbon and heavier elements, and influences stellar evolution, supernova yields, and chemical enrichment of galaxies.;OpenAI
Leaving group;"A leaving group is an atom or group of atoms that departs from a substrate molecule carrying a pair of electrons in a heterolytic bond cleavage. Its ability to leave strongly influences the rates and mechanisms of nucleophilic substitution and elimination reactions; good leaving groups stabilize the negative charge after departure. Factors governing leaving-group quality include the stability of the resulting anion, solvation, and the acidity of the conjugate acid. Typical good leaving groups are halides, tosylate, and water, whereas hydroxide and alkoxide are poor unless activated. Conversion to sulfonate esters or protonation can improve leaving ability and alter reaction pathways.";OpenAI
Holographic principle;The holographic principle is a conjectured property of quantum gravity and string theories proposing that all information contained within a volume of space can be represented by degrees of freedom on its boundary, with density not exceeding one bit per Planck area. Originating from black hole thermodynamics and Bekenstein–Hawking entropy, it resolves apparent information paradoxes by relating bulk physics to a lower-dimensional boundary theory. The AdS/CFT correspondence is a concrete realization, equating a gravity theory in anti-de Sitter space with a conformal field theory on its boundary. The principle suggests spacetime and gravity may emerge from more fundamental, non-gravitational quantum degrees of freedom.;OpenAI
Endospore;An endospore is a highly resistant, dormant cell structure formed within certain Gram-positive bacteria, notably Bacillus and Clostridium species, enabling survival under adverse conditions. Endospore formation produces a multilayered particle containing the dehydrated cytoplasmic core with DNA, ribosomes, dipicolinic acid, and small acid-soluble spore proteins, surrounded by a cortex, spore coat, and sometimes an exosporium. Endospores withstand heat, desiccation, radiation, and many chemical disinfectants. Germination is triggered by favorable environmental cues and results in a metabolically active vegetative cell. Endospores have major implications for sterilization, food safety, pathogenesis, and microbial ecology as an adaptive survival strategy.;OpenAI
BCS theory;BCS theory, developed by John Bardeen, Leon Cooper and Robert Schrieffer in 1957, is the microscopic theory of conventional superconductivity that explains how an attractive interaction between electrons mediated by lattice vibrations leads to the formation of Cooper pairs. These pairs condense into a coherent macroscopic quantum state with an energy gap separating the ground state from excitations, producing zero electrical resistance and the Meissner effect below a critical temperature. The theory employs a mean-field wavefunction and Bogoliubov quasiparticles to describe excitations, predicts the isotope effect and gap-temperature relation, and accurately describes low-temperature, weak-coupling superconductors while not accounting for many high-Tc materials.;OpenAI
Cellular respiration;Cellular respiration is the metabolic process by which cells convert biochemical energy from nutrients into adenosine triphosphate, releasing waste products. In most organisms aerobic respiration uses oxygen as the terminal electron acceptor and proceeds through glycolysis, pyruvate oxidation, the tricarboxylic acid cycle and oxidative phosphorylation via an electron transport chain coupled to chemiosmotic ATP synthesis in mitochondria. Anaerobic pathways, including lactic acid fermentation and alcoholic fermentation, regenerate electron carriers in the absence of oxygen but yield less ATP. Cellular respiration also supplies reducing equivalents and metabolic intermediates for biosynthesis and is tightly regulated to meet cellular energy demands.;OpenAI
Neural tissue engineering;Neural tissue engineering is an interdisciplinary field combining neuroscience, biomaterials, cell biology and engineering to repair or replace damaged nervous system tissues. It involves designing biocompatible scaffolds, delivering cells such as neural stem cells or induced pluripotent stem cell–derived neurons, and incorporating biochemical cues like growth factors to promote survival, differentiation and axonal guidance. Electrical and mechanical stimulation, patterned topographies and controlled release systems are used to mimic the neural microenvironment and enhance functional integration. Applications include spinal cord injury repair, peripheral nerve regeneration and disease modeling. Major challenges remain in vascularization, immune response control, long-term functional integration and scalable clinical translation.;OpenAI
Principal component analysis;"Principal component analysis is a statistical technique for reducing dimensionality of datasets by transforming original variables into a new set of uncorrelated variables called principal components. These components are linear combinations of the original variables ordered by decreasing variance, obtained from eigenvectors of the data covariance or correlation matrix. PCA preserves maximal variance in the first components, enabling data compression, visualization, noise reduction, and feature extraction. It assumes linear relationships and mean-centered data; results depend on scaling. Interpretation can be challenging because components are abstract mixtures of variables. PCA is widely used in machine learning, signal processing, genomics, and exploratory data analysis.";OpenAI
Cloning;Cloning is the production of genetically identical copies of biological entities, ranging from genes and cells to whole organisms. Techniques include molecular cloning of DNA using vectors, cellular cloning of cell lines, and organismal cloning such as somatic cell nuclear transfer. Reproductive cloning creates a new individual genetically similar to the donor, whereas therapeutic cloning produces embryonic tissues for research or regenerative medicine. Cloning enables functional genomics, biopharmaceutical production, conservation efforts, and agricultural improvement, but raises technical challenges and ethical, legal, and social issues concerning identity, biodiversity, and animal welfare. Scientific oversight and regulation vary internationally.;OpenAI
Game theory;Game theory is the mathematical study of strategic interaction among rational decision-makers. It analyzes situations in which the outcome for each participant depends on the choices of all, formalizing conflicts and cooperation through models such as normal-form and extensive-form games. Key concepts include Nash equilibrium, dominant strategies, zero-sum and non-zero-sum games, and mixed strategies, which predict stable outcomes or strategic behavior. Applications span economics, political science, biology, computer science and evolutionary dynamics, informing auctions, bargaining, voting systems and mechanism design. Game theory combines mathematical rigor with behavioral assumptions to explain and predict strategic decision-making.;OpenAI
Titration;"Titration is an analytical technique used to determine the concentration of a solute in a solution by reacting it with a reagent of known concentration. It involves gradual addition of the titrant to a measured volume of analyte until a reaction endpoint is reached, indicated by a sudden change such as a color shift from an indicator or a signal from instrumentation. Calculations use the titrant volume and stoichiometry to yield analyte concentration. Common titrations include acid–base, redox, complexometric and precipitation titrations. Precision depends on endpoint detection, reagent purity, and technique; titration remains fundamental in laboratories for quantitative chemical analysis.";OpenAI
Leukopoiesis;"Leukopoiesis is the hematopoietic process by which leukocytes are produced, matured and released into the circulation. It originates from multipotent hematopoietic stem cells in the bone marrow that differentiate into common myeloid and lymphoid progenitors, which then give rise to granulocytes, monocytes and lymphocytes. The process is tightly regulated by growth factors and cytokines such as G-CSF, GM-CSF, IL-3, IL-5 and various interleukins, and by transcription factors that drive lineage commitment. Leukopoiesis ensures innate and adaptive immune competence, and its dysregulation underlies conditions including leukopenia, leukocytosis, myeloproliferative disorders and leukemias; therapeutic modulation can involve colony-stimulating factors or bone marrow transplantation.";OpenAI
Molecular recognition;Molecular recognition is the specific interaction between two or more molecules through complementary structural and chemical features that enable selective binding. It relies on noncovalent forces such as hydrogen bonding, electrostatic attraction, van der Waals contacts and hydrophobic effects, and is shaped by geometric complementarity and conformational flexibility. Affinity and specificity arise from a balance of enthalpic and entropic contributions and from kinetic parameters governing association and dissociation. Molecular recognition underpins biological processes including enzyme catalysis, receptor signaling, antigen–antibody binding and nucleic acid pairing, and informs drug design, diagnostics and supramolecular chemistry.;OpenAI
Asymptotic giant branch;The asymptotic giant branch is a late evolutionary phase of low to intermediate mass stars, roughly 0.8 to 8 solar masses, occurring after core hydrogen and helium burning. An AGB star has an inert carbon-oxygen core surrounded by helium and hydrogen burning shells and a very extended convective envelope, producing large radii and high luminosities. Thermal pulses from unstable helium shell flashes drive episodic dredge up events that alter surface composition and create s process elements. Strong stellar winds produce heavy mass loss, forming circumstellar envelopes and enriching the interstellar medium with dust and molecules. AGB evolution ends when envelope loss exposes the hot core, leading to a planetary nebula and white dwarf.;OpenAI
Pi bond;A pi bond is a type of covalent bond formed by the lateral overlap of atomic orbitals, typically p orbitals, with electron density concentrated above and below the internuclear axis. It accompanies a sigma bond in double bonds and provides two π bonds plus one σ in triple bonds. Pi bonds are generally weaker than sigma bonds because their side-by-side overlap is less effective, but they increase overall bond order and shorten bond length. The nodal plane containing the nuclei is a characteristic feature, and the restricted rotation about π-bonded axes enables geometric isomerism and facilitates conjugation and electronic delocalization in organic molecules.;OpenAI
Hemoglobin;Hemoglobin is a globular protein in red blood cells that transports oxygen from the lungs to tissues and facilitates carbon dioxide return. Each tetramer consists of two alpha and two beta globin chains, each with a heme prosthetic group containing an iron ion that reversibly binds O2. Cooperative interactions among subunits produce a sigmoidal oxygen-dissociation curve, allowing efficient loading and unloading. Affinity is modulated by pH, CO2, temperature and 2,3‑bisphosphoglycerate. Variants include adult hemoglobin A and fetal hemoglobin F, with clinical importance in conditions such as anemia, thalassemia and sickle cell disease. Hemoglobin concentration is a key diagnostic and physiologic parameter.;OpenAI
Computability;Computability is a branch of theoretical computer science and mathematical logic that studies which problems can be solved by effective procedures and algorithms. It formalizes computation using models such as Turing machines, lambda calculus, and recursive functions, and characterizes decidable versus undecidable problems. Central results include the Church–Turing thesis, the existence of undecidable problems like the halting problem, and techniques of reducibility that classify degrees of unsolvability. Computability theory distinguishes computable and computably enumerable sets, explores recursion theory, and informs proof theory and constructive mathematics. Its insights delineate intrinsic limits of algorithmic methods and guide complexity-theoretic investigations of resource-bounded computation.;OpenAI
Apical ectodermal ridge;The apical ectodermal ridge is a transient, specialized thickened epithelium at the distal tip of vertebrate limb buds that directs limb outgrowth and patterning. It maintains proliferation and positional identity in the underlying mesenchymal progress zone through secretion of fibroblast growth factors and interactions with Wnt and BMP signaling pathways. Experimental removal or disruption of the AER early in development causes proximal truncations, demonstrating its role in proximal–distal axis specification. The AER forms through epithelial rearrangement and is later downregulated by programmed cell death and feedback from mesenchymal signals, coordinating termination of limb extension.;OpenAI
Spread spectrum;Spread spectrum is a set of techniques in telecommunications that deliberately spreads a signal's energy across a wider frequency band than the minimum required. It reduces interference, improves resistance to intentional jamming and eavesdropping, and enables multiple users to share spectrum through coding. Common methods include frequency hopping and direct-sequence spreading, where signals are rapidly switched among frequencies or combined with a pseudo-random code sequence. Spread spectrum underpins secure military and commercial systems, cellular and Wi‑Fi standards, and GPS, offering processing gain and robustness at the cost of increased bandwidth and complexity. Regulatory and design trade-offs govern its practical deployment.;OpenAI
Finite difference method;"The finite difference method is a numerical technique for approximating solutions of differential equations by replacing derivatives with finite difference approximations on a discrete grid. Derivatives are approximated using stencils that involve neighboring grid values, yielding algebraic equations for unknowns in space and time. The method is widely applied to ordinary and partial differential equations in physics, engineering, and finance. Analysis of consistency, stability and convergence determines accuracy and reliability; truncation error and order of accuracy guide mesh refinement. Schemes can be explicit or implicit, and special treatment enforces boundary and initial conditions. Practical implementation requires attention to stability criteria and numerical dispersion.";OpenAI
Hsp70;"Hsp70 proteins are a conserved family of molecular chaperones that assist in folding newly synthesized polypeptides, refolding misfolded proteins, and preventing aggregation, especially under cellular stress. They contain an N-terminal ATPase domain and a C-terminal substrate-binding domain; ATP binding and hydrolysis regulate substrate affinity. Hsp70 function is coordinated with co-chaperones such as Hsp40/DnaJ proteins and nucleotide exchange factors, and interfaces with proteostasis pathways including the ubiquitin–proteasome system and autophagy. Hsp70s participate in protein translocation across membranes, assembly/disassembly of protein complexes, and regulation of signaling. Dysregulation is implicated in cancer, neurodegeneration, and infection, making Hsp70s targets for therapeutic research.";OpenAI
Limb bud;The limb bud is an embryonic structure that gives rise to the vertebrate limb. It appears as a protruding mass of mesenchyme derived from lateral plate mesoderm covered by ectoderm. Limb bud growth and patterning are coordinated by signaling centers including the apical ectodermal ridge, which promotes outgrowth, and the zone of polarizing activity, which patterns anterior–posterior identity via Sonic hedgehog. Additional signals such as fibroblast growth factors, Wnts, and bone morphogenetic proteins regulate proximal–distal and dorsal–ventral patterning and differentiation. Cellular processes include proliferation, migration, apoptosis, and chondrogenic condensation, culminating in formation of skeletal elements, muscles, tendons, and joints.;OpenAI
Biosignature;A biosignature is any measurable feature, element, molecule, isotopic ratio, or pattern that provides scientific evidence of present or past life. Biosignatures can be morphological, such as microfossils and stromatolites, chemical, such as organic molecules and specific gas abundances like oxygen or methane, or isotopic, reflecting biological fractionation. In astrobiology they guide the search for life on Mars, icy moons, and exoplanets through remote sensing and in situ analyses using spectroscopy, mass spectrometry, and microscopy. Robust interpretation requires consideration of abiotic processes that can produce similar signals, environmental context, and multiple, independent lines of evidence to reduce false positives.;OpenAI
Hidden Markov model;A hidden Markov model is a statistical model that represents systems with unobserved states evolving according to a Markov process, while producing observable outputs probabilistically dependent on the current hidden state. An HMM is specified by state transition probabilities, emission probabilities linking states to observations, and initial state probabilities. Common computational tasks are evaluation, decoding, and learning model parameters from data. HMMs are widely used in speech recognition, bioinformatics, and sequence analysis, but require assumptions about state number and conditional independence that limit flexibility.;OpenAI
p-value;A p-value is a statistical measure used in hypothesis testing that quantifies the probability of obtaining data at least as extreme as the observed results, assuming the null hypothesis is true. It does not give the probability that the null hypothesis itself is true or false. Researchers commonly compare the p-value to a predetermined significance level to decide whether to reject the null hypothesis. Small p-values indicate that observed data are unlikely under the null and may suggest evidence against it, but they do not measure effect size or practical importance. P-values are subject to misinterpretation, misuse, and sensitivity to sample size.;OpenAI
Ubiquitin;Ubiquitin is a small, highly conserved 76–amino-acid protein that tags other proteins for diverse regulatory outcomes. Conjugation occurs through an enzymatic cascade that attaches ubiquitin covalently to lysine residues or N-termini of substrates. Polyubiquitin chains linked through different lysines or as monoubiquitination encode signals for proteasomal degradation, DNA repair, endocytosis, signaling modulation, and autophagy. Ubiquitination is reversible by deubiquitinases, allowing dynamic control of protein fate. Dysregulation contributes to cancer, neurodegeneration, and immune disorders. Ubiquitin and ubiquitin-like modifiers are central to eukaryotic cellular homeostasis and quality control.;OpenAI
Cell adhesion;Cell adhesion is the process by which cells interact and attach to neighboring cells or the extracellular matrix through specialized transmembrane proteins and adhesive molecules. Adhesion molecules such as cadherins, integrins, selectins and immunoglobulin superfamily CAMs mediate mechanical coupling, tissue architecture, and signaling that regulate proliferation, differentiation, migration and survival. Cell–matrix and cell–cell adhesions transduce biochemical and mechanical cues directing morphogenesis, immune responses and wound repair. Dysregulation of adhesion underlies developmental defects, fibrosis and cancer invasion and metastasis. Experimental approaches to study adhesion include biochemical assays, microscopy, force measurements and genetic manipulation to dissect molecular mechanisms and functional consequences.;OpenAI
ABC transporter;ATP-binding cassette transporters constitute a large, evolutionarily conserved protein family that uses the energy of ATP binding and hydrolysis to translocate diverse substrates across cellular membranes. Typical ABC transporters comprise two transmembrane domains that determine substrate specificity and two cytosolic nucleotide-binding domains that bind and hydrolyze ATP. They function as importers in bacteria and as exporters in eukaryotes, mediating lipid transport, xenobiotic and drug efflux, antigen processing, and ion homeostasis. Clinically important examples include P-glycoprotein in multidrug resistance and CFTR, whose mutations cause cystic fibrosis. Mechanistically, ATP-driven conformational changes cycle between inward- and outward-facing states to move substrates.;OpenAI
Causal dynamical triangulation;Causal dynamical triangulation is a nonperturbative approach to quantum gravity that builds spacetime from discrete building blocks called simplices assembled with a fixed causal structure. By maintaining a Lorentzian signature and summing over causal triangulations in a path integral, CDT aims to recover a continuous four-dimensional geometry in the continuum limit. Numerical Monte Carlo studies indicate phases including an extended phase with emergent semiclassical de Sitter-like behavior and scale-dependent spectral dimension that decreases toward two at short distances. CDT contrasts with Euclidean dynamical triangulations by enforcing causality, and it provides a framework for exploring renormalization, phase structure, and links to asymptotic safety.;OpenAI
Calixarene;Calixarenes are cyclic oligomers formed by the condensation of p-substituted phenols and formaldehyde, producing bowl-shaped macrocycles designated calixarenes according to the number of phenolic units. Their rigid yet conformationally adaptable frameworks feature methylene bridges linking aromatic rings, providing distinct upper and lower rims that can be selectively functionalized. As quintessential hosts in supramolecular chemistry, calixarenes bind cations, neutral molecules and anions through size complementarity, hydrogen bonding and π–π interactions. They are synthetically versatile, enabling tailored receptors for ion recognition, molecular sensing, phase-transfer catalysis and drug delivery. Research emphasizes novel functionalizations, self-assembly and incorporation into materials for sensing and separation technologies.;OpenAI
Particulate matter;"Particulate matter refers to a mixture of solid particles and liquid droplets suspended in air, varying in size, composition, and origin. Commonly classified by aerodynamic diameter—coarse particles, fine particles, and ultrafine particles —PM arises from combustion, industrial processes, construction, natural dust, sea spray, and biological sources. Size and chemical composition determine atmospheric lifetime, transport, optical properties and health impacts; fine and ultrafine particles penetrate deep into lungs and bloodstream, increasing respiratory, cardiovascular disease, and mortality. Particulate matter affects visibility, atmospheric chemistry, and climate by scattering and absorbing radiation and acting as cloud condensation nuclei. Monitoring, emission controls, and regulatory standards aim to reduce exposures.";OpenAI
Peptidoglycan;"Peptidoglycan is a mesh-like polymer forming the bacterial cell wall, composed of linear glycan strands of alternating N-acetylglucosamine and N-acetylmuramic acid residues cross-linked by short peptide stems. It provides structural integrity and resistance to osmotic pressure, determining cell shape and mediating division. Biosynthesis involves cytoplasmic assembly of precursors, membrane translocation, and extracellular polymerization through transglycosylation and transpeptidation catalysed by penicillin-binding proteins, which are inhibited by β-lactam antibiotics. Peptidoglycan architecture differs between Gram-positive and Gram-negative bacteria and is cleaved by lysozyme; its fragments are recognized by innate immune receptors such as NOD1 and NOD2.";OpenAI
Antibody;Antibodies are glycoprotein molecules produced by B lymphocytes and plasma cells that recognize and bind specific antigens. Structurally they have two heavy and two light chains forming a Y-shaped molecule with variable regions conferring antigen specificity and constant regions mediating effector functions. Major effector mechanisms include neutralization, opsonization, antibody-dependent cellular cytotoxicity and complement activation. Antibody diversity arises through VJ recombination, somatic hypermutation and class switching, generating isotypes such as IgG, IgM, IgA, IgE and IgD. They are central to adaptive immunity, immunological memory and vaccine efficacy, and are widely used as diagnostic reagents and therapeutic agents including monoclonal antibodies.;OpenAI
